Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t46,0.0,0.0,8.598747945220206e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363569133473951e-6,4952.4102984393785,4952.410303662822
t47,0.0,0.0,8.571564690925411e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84914458939939e-6,4837.042206686391,4837.042212392692
t48,0.0,0.0,8.544475517351505e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476999597126746e-6,4667.380845380235,4667.380851711682
t49,0.0,0.0,8.51747978659826e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.351845596242203e-6,3194.7510547330103,3194.751061936604
t50,0.0,0.0,8.490576870325311e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.723717292122277e-6,2636.7619321938027,2636.761940766578
t51,0.0,0.0,8.463766129670395e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0424616944422175e-5,1459.9964743143398,1459.9964855853334
t52,0.0,0.0,8.437046929591294e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.110691766748714e-5,630.5685891406831,630.5686110913055
t53,0.0,0.0,1.8925050131790493e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3375433727618298e-6,3.1661435642387524e-7,1.84340823050361e-6
t54,0.0,0.0,1.8872682806266504e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942440785278228e-6,3.162071304052667e-7,2.44737474374616e-6
t55,0.0,0.0,1.8820072642049833e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2942738769663723e-6,3.158004123195058e-7,3.7982750157063766e-6
t56,0.0,0.0,1.3624874498913775e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.846724679123976e-7,2.26462341849762e-7,1.2473835547512974e-6
t57,0.0,0.0,1.3620412797986855e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.846724681198259e-7,2.2667279590433873e-7,1.247549392004033e-6
t58,0.0,0.0,1.3615673422412823e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84672471897968e-7,2.268838892733959e-7,1.2477130953954923e-6
