Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119071832874145,-15.037812698615253
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119072082069083,-15.699117994793463
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119072337962223,-21.927609415997793
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.789602868685872,-21.955052613001136
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808814390726,-21.982530166218424
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580882218826,-22.01004220212526
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0058088280644,-22.03728487101317
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580883084407,-22.06444770941611
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580882971886,-22.09149733782665
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580882417452,-22.119145896396958
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580881863018,-22.14682906967224
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.00580881308583,-22.174546900447925
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808807541506,-22.2022994292232
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808801997176,-22.230086698391617
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808796452875,-22.257908751184843
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808778494696,-22.285765641602527
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808734867095,-22.31365746373904
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.005808703881826,-22.341584194834212
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.08433573117764,-22.369545878578215
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.222588336971576,-22.39754255871586
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.222588342422114,-22.42557427904697
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.222588352152094,-22.45364108983732
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.222588364790656,-22.48174303055358
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.222588380571,-22.509880138588457
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.231943079089994,-22.53805246453083
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.248763610425485,-22.56626004593095
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.281313797888956,-22.594502928937924
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.8565566459846,-22.62278115853539
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135286018124,-22.650338418399137
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.091352842469306,-22.677666571732626
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135279818519,-22.70470336569434
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135273697319,-22.73311958002077
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.091352675761186,-22.761571350368445
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135261454918,-22.790058720877063
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135255333716,-22.81858174326345
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135249212514,-22.84714046228785
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.09135244994857,-22.875734910478734
