Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.201190599318636,-22.521988179091785
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.23367709257208,-22.550175899031043
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.70490228244109,-22.57839889760557
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752160621816,-22.60230697788791
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521611245905,-22.625243967847517
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752161440674,-22.647309331351224
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521616380884,-22.66886664134413
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.8675216180793,-22.697238188182023
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752161977772,-22.725645243733098
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521621469656,-22.75408785302757
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752162263024,-22.78256606006896
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752162354796,-22.811079909420908
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521624296735,-22.839629445692076
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752162488901,-22.868214713546934
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752162522616,-22.89683575770587
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521625203786,-22.925492622945217
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.86752162458689,-22.95418535409738
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.867521620970216,-22.98291399605085
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.89928763688182,-23.01167859375031
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.94910167531217,-23.0404791921967
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.94910166716144,-23.069315836447263
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.949101665975554,-23.098188571617637
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.94910166569578,-23.127097442981757
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.949101666006516,-23.15604249577472
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.949101669198775,-23.185023775270437
