Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t38,647.3428625390641,0.0,0.0,1.571386680786361e-6,9.92723510558412e-7,1939.47790536728,5922.629219886034,5.379829604904444e-6,0.0,0.0,0.0,0.0,0.0
t39,647.3428625752482,0.0,0.0,1.5812323657197463e-6,9.968256358074802e-7,1939.4779058922597,5922.629220043794,5.3897939688327475e-6,0.0,0.0,0.0,0.0,0.0
t40,647.3428626459571,0.0,0.0,1.598601318728153e-6,1.00543092640039e-6,1939.4779068175042,5922.629220313401,5.401558799948445e-6,0.0,0.0,0.0,0.0,0.0
t41,647.3428627571894,0.0,0.0,1.625388027994455e-6,1.0206692965283502e-6,1939.4779088838386,5922.629220752525,5.4151722640908236e-6,0.0,0.0,0.0,0.0,0.0
t42,647.3428628435784,0.0,0.0,1.6506081208660043e-6,1.0314631670606167e-6,1939.4779111929593,5922.62922111015,5.429948060848223e-6,0.0,0.0,0.0,0.0,0.0
t43,647.3428629166992,0.0,0.0,1.6766349818065536e-6,1.0402849639109138e-6,1939.477913826788,5922.629221420421,5.4459360604573535e-6,0.0,0.0,0.0,0.0,0.0
t44,647.3428629840648,0.0,0.0,1.7059259998514193e-6,1.0490678541550785e-6,1939.4779169060523,5922.62922170555,5.463195210451137e-6,0.0,0.0,0.0,0.0,0.0
t45,647.342863051081,0.0,0.0,1.7414043965632052e-6,1.059716813930662e-6,1939.4779206431838,5922.629221982103,5.481788402449269e-6,0.0,0.0,0.0,0.0,0.0
t46,647.342863122635,0.0,0.0,1.7869022839159655e-6,1.0745299886896466e-6,1939.4779254851308,5922.629222264988,5.501806428685091e-6,0.0,0.0,0.0,0.0,0.0
t47,647.342863204567,0.0,0.0,1.847893790038926e-6,1.0967115072427289e-6,1939.4779327292276,5922.629222571854,5.523371013011892e-6,0.0,0.0,0.0,0.0,0.0
t48,647.3428633061028,0.0,0.0,1.9330762272663097e-6,1.131250090174863e-6,1939.4779523094135,5922.629222932715,5.546605934719234e-6,0.0,0.0,0.0,0.0,0.0
t49,647.3428633887239,0.0,0.0,2.0239448015005194e-6,1.1623297160103716e-6,1939.4779534149484,5922.629223174037,5.57011128168917e-6,0.0,0.0,0.0,0.0,0.0
t50,647.3428634651831,0.0,0.0,2.130133509831032e-6,1.1958907726317441e-6,1939.477954024539,5922.629223367161,5.593988432152211e-6,0.0,0.0,0.0,0.0,0.0
t51,647.3428635414481,0.0,0.0,2.265196324648131e-6,1.2381501637954379e-6,1939.4779544810665,5922.62922354052,5.618420242414184e-6,0.0,0.0,0.0,0.0,0.0
t52,647.3428636217133,0.0,0.0,2.453466059625615e-6,1.2972749053056861e-6,1939.4779548825697,5922.629223710473,5.643639059543376e-6,0.0,0.0,0.0,0.0,0.0
t53,647.3428637111525,0.0,0.0,2.754675908098103e-6,1.3863615484949872e-6,1939.4779552878351,5922.629223892453,5.669944244496794e-6,0.0,0.0,0.0,0.0,0.0
t54,647.3428638203333,0.0,0.0,3.4471078879996614e-6,1.533000582990762e-6,1939.4779557963607,5922.629224115285,5.697671351772926e-6,0.0,0.0,0.0,0.0,0.0
t55,647.3428638803307,0.0,0.0,3.954623745073843e-6,1.6399057057325228e-6,1939.4779559544133,5922.629224216298,5.7213975360341654e-6,0.0,0.0,0.0,0.0,0.0
t56,647.3428639178884,0.0,0.0,4.413468847426009e-6,1.7272274837475189e-6,1939.477956039849,5922.62922427601,5.742102083094365e-6,0.0,0.0,0.0,0.0,0.0
t57,647.3428639425965,0.0,0.0,4.880670382107767e-6,1.805807326680854e-6,1939.4779560935224,5922.629224314937,5.760500275249114e-6,0.0,0.0,0.0,0.0,0.0
t58,647.3428639595072,0.0,0.0,5.408484057671979e-6,1.8835636195237557e-6,1939.4779561302155,5922.629224342071,5.777096637301796e-6,0.0,0.0,0.0,0.0,0.0
t59,647.3428639722165,0.0,0.0,6.082869577041593e-6,1.967696121916006e-6,1939.477956157907,5922.629224362868,5.792264548948447e-6,0.0,0.0,0.0,0.0,0.0
t60,647.342863984243,0.0,0.0,7.143587940434672e-6,2.066154858384203e-6,1939.477956182614,5922.629224381825,5.80629554892976e-6,0.0,0.0,0.0,0.0,0.0
t61,647.3428640005095,0.0,0.0,1.059719826061435e-5,2.189530693893365e-6,1939.4779562111976,5922.629224404332,5.819429923397203e-6,0.0,0.0,0.0,0.0,0.0
t62,647.3428640198171,0.0,0.0,1.9109474164550952e-5,2.355060043487899e-6,1939.4779562430354,5922.629224429811,5.831874001453191e-6,0.0,0.0,0.0,0.0,0.0
t63,647.3428640423307,0.0,0.0,2.2910628727030036e-5,2.598700008686234e-6,1939.4779562789,5922.629224458834,5.843812452830372e-6,0.0,0.0,0.0,0.0,0.0
t64,647.3428640691463,0.0,0.0,0.00010879351956531285,3.032048865199314e-6,1939.477956320684,5922.629224492904,5.85541794780025e-6,0.0,0.0,0.0,0.0,0.0
t65,647.3428641026075,0.0,0.0,0.00020140730635698502,80.80019412064578,1939.477956372172,5922.6292245350005,5.866859493509268e-6,0.0,0.0,0.0,0.0,0.0
t66,647.3428641487716,0.0,0.0,0.0002611986710202869,121.86443479318282,1939.4779564434484,5922.629224592709,5.878291322273773e-6,0.0,0.0,0.0,0.0,0.0
t67,647.3428641134758,0.0,0.0,0.00025218833804166956,80.80019437834262,1939.4779563917814,5922.629224550078,5.879931771175756e-6,0.0,0.0,0.0,0.0,0.0
t68,647.3428640834078,0.0,0.0,0.00024314575201767714,3.5055227151007974e-6,1939.4779563473398,5922.629224513389,5.881278651538836e-6,0.0,0.0,0.0,0.0,0.0
t69,647.342864061271,0.0,0.0,0.00023961149036532068,3.118368640094222e-6,1939.4779563148857,5922.629224486496,5.8828704427969455e-6,0.0,0.0,0.0,0.0,0.0
t70,647.3428640382554,0.0,0.0,0.00015342420558266714,2.84973143343933e-6,1939.47795628124,5922.629224458785,5.884181197204404e-6,0.0,0.0,0.0,0.0,0.0
t71,647.3428640202865,0.0,0.0,6.129935369997501e-5,2.703668341631499e-6,1939.477956255478,5922.6292244375545,5.885719990605627e-6,0.0,0.0,0.0,0.0,0.0
t72,647.3428640076621,0.0,0.0,5.926354244958129e-5,2.625027974069895e-6,1939.4779562377971,5922.6292244230035,5.8874807338535876e-6,0.0,0.0,0.0,0.0,0.0
t73,647.3428640029233,0.0,0.0,5.8826022365974675e-5,2.5952295539679284e-6,1939.4779562310976,5922.629224417535,5.889463538441864e-6,0.0,0.0,0.0,0.0,0.0
t74,647.3428640055328,0.0,0.0,5.8665030808912504e-5,2.608489349283951e-6,1939.4779562349079,5922.629224420734,5.891676189267195e-6,0.0,0.0,0.0,0.0,0.0
t75,647.3428640166021,0.0,0.0,5.872757314686634e-5,2.666930958745725e-6,1939.4779562505387,5922.6292244336655,5.894134229573582e-6,0.0,0.0,0.0,0.0,0.0
t76,647.3428640341049,0.0,0.0,5.893197879100388e-5,2.782183539952486e-6,1939.4779562753774,5922.629224454277,5.896861495923233e-6,0.0,0.0,0.0,0.0,0.0
t77,647.3428640566399,0.0,0.0,5.932830837055951e-5,2.9868224340823873e-6,1939.477956307855,5922.6292244812585,5.899891176603109e-6,0.0,0.0,0.0,0.0,0.0
t78,647.3428640845336,0.0,0.0,6.0205517850997656e-5,3.3945647360977574e-6,1939.4779563486509,5922.629224515133,5.903267513065226e-6,0.0,0.0,0.0,0.0,0.0
t79,647.3428641201277,0.0,0.0,0.00016178841374082597,475.1600658620155,1939.477956401493,5922.629224558814,5.907046085446912e-6,0.0,0.0,0.0,0.0,0.0
t80,647.342864161821,0.0,0.0,0.00026157602698121557,723.111099404956,1939.4779564633918,5922.6292246098765,5.910790489950398e-6,0.0,0.0,0.0,0.0,0.0
t81,647.3428641546997,0.0,0.0,0.0002615185573290054,723.1110992435331,1939.4779564540895,5922.629224601909,5.909301737705287e-6,0.0,0.0,0.0,0.0,0.0
t82,647.3428641151851,0.0,0.0,0.0002093676304681404,162.18593587535963,1939.477956397192,5922.629224554841,5.904003210405518e-6,0.0,0.0,0.0,0.0,0.0
t83,647.342864083007,0.0,0.0,0.00020691835790309721,4.681298429157511e-6,1939.4779563516313,5922.629224516907,5.898581871489124e-6,0.0,0.0,0.0,0.0,0.0
t84,647.3428640628338,0.0,0.0,0.0002065365374213513,4.3749718067259005e-6,1939.4779563240127,5922.629224493583,5.893613602244692e-6,0.0,0.0,0.0,0.0,0.0
t85,647.3428640535687,0.0,0.0,0.000206443440230226,4.272123571562463e-6,1939.4779563116942,5922.629224483009,5.889050741168239e-6,0.0,0.0,0.0,0.0,0.0
t86,647.3428640538659,0.0,0.0,0.00020645354523722846,4.27277687570339e-6,1939.4779563122927,5922.629224483446,5.884845569180599e-6,0.0,0.0,0.0,0.0,0.0
t87,647.3428640644373,0.0,0.0,0.00020657645282480533,4.377074514513979e-6,1939.4779563265597,5922.629224495548,5.8809624568780685e-6,0.0,0.0,0.0,0.0,0.0
t88,647.3428640869016,0.0,0.0,0.0002072310277373021,4.684955943514934e-6,1939.4779563574527,5922.6292245214245,5.877376536093138e-6,0.0,0.0,0.0,0.0,0.0
t89,647.3428641213528,0.0,0.0,0.0002599712059432233,181.3097294415907,1939.477956406634,5922.629224562061,5.874067792948425e-6,0.0,0.0,0.0,0.0,0.0
t90,647.3428641543701,0.0,0.0,0.00026156262809202,678.5546555400251,1939.477956453716,5922.629224601087,5.869671377230541e-6,0.0,0.0,0.0,0.0,0.0
t91,647.3428641614502,0.0,0.0,0.00026165137534474,678.5546558511708,1939.4779564638466,5922.629224609282,5.8607555200008075e-6,0.0,0.0,0.0,0.0,0.0
t92,647.3428641449663,0.0,0.0,0.0002616209848464349,678.5546558511708,1939.4779564427713,5922.629224590216,5.845533230890861e-6,0.0,0.0,0.0,0.0,0.0
t93,647.3428640893857,0.0,0.0,0.000261368418210384,678.5546555400251,1939.4779563640864,5922.629224522782,5.819533630076242e-6,0.0,0.0,0.0,0.0,0.0
t94,647.3428637891769,0.0,0.0,0.0001269686571135649,1.971327530710172e-6,1939.4779543210705,5922.6292238536835,5.767240673400804e-6,0.0,0.0,0.0,0.0,0.0
t95,647.342863596468,0.0,0.0,2.923676839583915e-6,1.4992232171844618e-6,1939.477953214033,5922.629223474874,5.723453555998827e-6,0.0,0.0,0.0,0.0,0.0
t96,647.3428634318209,0.0,0.0,2.3626142257236726e-6,1.3097923372071472e-6,1939.4779522440804,5922.629223159138,5.684818969602601e-6,0.0,0.0,0.0,0.0,0.0
t97,647.3428632972659,0.0,0.0,2.109830054016759e-6,1.2089092625954643e-6,1939.4779516188037,5922.629222915779,5.6504500629837295e-6,0.0,0.0,0.0,0.0,0.0
t98,647.342863190619,0.0,0.0,1.959700986132195e-6,1.1497001583619413e-6,1939.4779511646395,5922.6292227235635,5.619155702798005e-6,0.0,0.0,0.0,0.0,0.0
t99,647.3428631213677,0.0,0.0,1.8696678752579206e-6,1.1148000071582326e-6,1939.4779508389056,5922.629222584897,5.590189316653733e-6,0.0,0.0,0.0,0.0,0.0
t100,647.3428631141578,0.0,0.0,1.823530504881013e-6,1.0958034446027742e-6,1939.4779507014507,5922.629222535141,5.563058740612038e-6,0.0,0.0,0.0,0.0,0.0
t101,647.3428631342562,0.0,0.0,1.7985331875222555e-6,1.0884794839500949e-6,1939.4779506469329,5922.629222525605,5.537422942251411e-6,0.0,0.0,0.0,0.0,0.0
t102,647.3428631734773,0.0,0.0,1.789531500194433e-6,1.0912415497135965e-6,1939.477950666769,5922.629222549802,5.5130350753443806e-6,0.0,0.0,0.0,0.0,0.0
t103,647.342863229487,0.0,0.0,1.7937132161191241e-6,1.1047376177701674e-6,1939.477950760547,5922.629222605694,5.489689002728907e-6,0.0,0.0,0.0,0.0,0.0
t104,647.3428632807469,0.0,0.0,1.801026783072279e-6,1.1225630077159438e-6,1939.477950827453,5922.629222648219,5.466530431738872e-6,0.0,0.0,0.0,0.0,0.0
t105,647.34286319331,0.0,0.0,1.761725892346259e-6,1.0964206941402474e-6,1939.4779493184915,5922.62922233906,5.43932990066399e-6,0.0,0.0,0.0,0.0,0.0
t106,647.3428630896196,0.0,0.0,1.7228004660499818e-6,1.0730842272009213e-6,1939.4779465364104,5922.629221919333,5.411850845018255e-6,0.0,0.0,0.0,0.0,0.0
t107,647.3428629564676,0.0,0.0,1.6808449444956551e-6,1.047411405007842e-6,1577.176568589422,5922.629221232899,5.3839859296683705e-6,0.0,0.0,0.0,0.0,0.0
t108,647.3428628229557,0.0,0.0,1.6417248257463936e-6,1.023334873705752e-6,969.221525522087,5922.62922038609,5.356468192933122e-6,0.0,0.0,0.0,0.0,0.0
t109,647.3428627405063,0.0,0.0,1.6162730970362249e-6,1.0101488121289795e-6,969.2215231623957,5922.629219884741,5.3304744168197504e-6,0.0,0.0,0.0,0.0,0.0
t110,647.3428626945719,0.0,0.0,1.6016800329121461e-6,1.0045977444922752e-6,969.2215220917525,5922.629219552459,5.305914881655576e-6,0.0,0.0,0.0,0.0,0.0
t111,647.3428626863767,0.0,0.0,1.5963656262874196e-6,1.005353786829101e-6,969.2215214682316,5922.629219334754,5.282685007736265e-6,0.0,0.0,0.0,0.0,0.0
t112,647.3428627170996,0.0,0.0,1.5993018002972135e-6,1.01259909890582e-6,969.2215210840279,5922.629219208519,5.2607034429597034e-6,0.0,0.0,0.0,0.0,0.0
t113,647.3428627938329,0.0,0.0,1.6103065138732648e-6,1.0281418539676109e-6,969.2215208584932,5922.629219164544,5.239866706254459e-6,0.0,0.0,0.0,0.0,0.0
